User Name,Review Date,Rating,Review Body
Patrick Doyle,"Reviewed in the United States on March 1, 2022",2.0 out of 5 stars,"The book had oil stains and was sold as new condition.
Love the book amd author though."
Denisse,"Reviewed in the United States on February 3, 2022",2.0 out of 5 stars,
Midnight24,"Reviewed in the United States on January 14, 2022",2.0 out of 5 stars,I thought I bought a new one. The book is somewhat warped (not horrible) and the paperback cover has substantive dents digging into it.
Amanda porras,"Reviewed in the United States on December 15, 2021",2.0 out of 5 stars,Everyone said this would be a good book to read if u been through trauma. I just can’t really get into it. There is some great learning in this book though.
Unanimouse,"Reviewed in the United States on December 15, 2021",2.0 out of 5 stars,Catchy title and sounded promising but falls short on content.
Aaliyah,"Reviewed in the United States on December 13, 2021",2.0 out of 5 stars,Book was been up
Patrick Fischer,"Reviewed in the United States on November 7, 2021",2.0 out of 5 stars,Amazing tool. Any woman that has this book or discusses this book is an immediate RED FLAG!! Abort mission. This one is defective. If they left bookmarks in it. Have your fun and move on as fast as possible.
C. Collins,"Reviewed in the United States on November 2, 2021",2.0 out of 5 stars,"I really enjoyed reading about the complexities of trauma and the interactions between the brain and body; however, I found much of the descriptions about his patients deficit based or his explanations preachy or self centered in celebrating his accolades or accomplishments."
Jazmine Diaz,"Reviewed in the United States on October 26, 2021",2.0 out of 5 stars,My book came with duplicated chapters and skipped a few chapters as well.
Alex,"Reviewed in the United States on September 6, 2021",2.0 out of 5 stars,"Way too scientific while adult children of disfunctional families need practical help. I bought another book on the topic by Pete Walker. He knows what he is talking about because he is one of us, not someone who is doing scientific research about us from the outside. Pete's book is full of simple, practical advice. Really helped me and my friends. We had a weekly discussion of the book."
Elora Stewart,"Reviewed in the United States on August 15, 2021",2.0 out of 5 stars,"I'm very happy to finally have this book, I've heard great things about it. I am fairly upset that the cover of the book has some kind of hardened dirt on the cover. It would be one thing if it was damaged en route, but for it to be packaged this way is very upsetting."
Stacy,"Reviewed in the United States on July 27, 2021",2.0 out of 5 stars,"My therapist is the one who told me about this book. I have PTSD and was very surprised at the content. Some of the chapters were very triggering.
I did not find this book helpful, it was actually upsetting, for me. It discusses trauma and a technique the author uses to desensitize the patient. He has the patient recall the trauma and they do rapid eye movements. The theory is to distract the brain from the trauma.
My opinion is the book is directed toward a clinical audience. Not the traumatized patient."
amanda,"Reviewed in the United States on June 19, 2021",2.0 out of 5 stars,"I’d love to finish this book, but as a trauma survivor, the gratuitous descriptions of other people’s trauma is very triggering. Reader beware."
Amazon Customer,"Reviewed in the United States on June 17, 2021",2.0 out of 5 stars,"If you have a dog, had one, love dogs, are sensitive to descriptions of animal cruelty - DO NOT READ PAGES 28-30. I'm going to go hug my dog, cry, and try to figure out if there's anything else this book is going to do to give me nightmares. If you're here because you read that and are angry and scared, I'm sorry. That discussion needs to be removed from the book, there was no need for it to be so vivid as to conjure visceral feelings."
brooke,"Reviewed in the United States on May 9, 2021",2.0 out of 5 stars,I am super excited to read this book which is why I don’t want to return but it came very disgusting. Sticky goo on the front and brown sticky splatter. Should have to clean a brand new book
Professor Fangirl,"Reviewed in the United States on April 27, 2021",2.0 out of 5 stars,"I'm not discounting the discussion of trauma theory here or the importance of EMDR & such. That's originally what brought me to this book. But I just couldn't get over the author's tone. It read more like, ""here's this other person I treated - listen to this freaky thing!"". It was like he was playing to the shock & awe of other people's traumas that he had witnessed & I just couldn't deal with that. I found him infuriating because of it & couldn't finish the book."
Barbara,"Reviewed in the United States on April 18, 2021",2.0 out of 5 stars,"Don’t read this book if you suffer from untreated PTSD. This book is about us, not for us. The author seems to relish in his success in treating people with PTSD and he’s written a book for intellectuals to brag about it. He has not cared to consider that a person seeking help for their PTSD in his book, will be constantly triggered when reading it. No care has been placed in how he rolls out the horrific stories of his case studies. DO NOT READ THIS BOOK, it is page after page of triggers."
Molly Pitkin,"Reviewed in the United States on March 28, 2021",2.0 out of 5 stars,This cover of this book was torn and the pages are creased. I don’t want to return it because of the time it will take but I am disappointed by the condition I received it in.
Alisonomotopeia,"Reviewed in the United States on February 15, 2021",2.0 out of 5 stars,"I came to this book for solutions. Not to hear the details of incestuous molestation, horrific war stories, self-mutilation, rape of all kinds, murders of children, violence against women, etc. Every gruesome detail.

How is this helpful???

I fail to understand why this is recommended to sufferers of PTSD when it itself is traumatizing."
